Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
Good product and delivery  thanks to flipcartREAD MORE,good product and delivery thanks to flipcart,good product delivery thanks flipcart,5,Positive,1
Best in class followed by durabilityREAD MORE,best in class followed by durability,best class followed durability,5,Positive,1
The product is not genuine.U can identify by seeing the plastic cap of the boxREAD MORE,the product is not genuineu can identify by seeing the plastic cap of the box,product genuineu identify seeing plastic cap box,1,Negative,0
Super perfect flyREAD MORE,super perfect fly,super perfect fly,5,Positive,1
Price is goodQuality is goodAnd also fast deliveryREAD MORE,price is goodquality is goodand also fast delivery,price goodquality goodand also fast delivery,5,Positive,1
What a shuttle like yonex branding best shuttles everREAD MORE,what a shuttle like yonex branding best shuttles ever,shuttle like yonex branding best shuttle ever,5,Positive,1
Better for both indoor and outdoorREAD MORE,better for both indoor and outdoor,better indoor outdoor,4,Positive,1
good stuff....READ MORE,good stuff,good stuff,5,Positive,1
Very bice productREAD MORE,very bice product,bice product,5,Positive,1
Aswm product i am happy with itREAD MORE,aswm product i am happy with it,aswm product happy,5,Positive,1
Nice one. Very durable.READ MORE,nice one very durable,nice one durable,4,Positive,1
Its quality is similar as i wanted....i satisfiedREAD MORE,its quality is similar as i wantedi satisfied,quality similar wantedi satisfied,5,Positive,1
Good Product and Excellent ServiceREAD MORE,good product and excellent service,good product excellent service,5,Positive,1
Got original ones .READ MORE,got original ones,got original one,5,Positive,1
Good service and good productREAD MORE,good service and good product,good service good product,5,Positive,1
ThankuREAD MORE,thanku,thanku,5,Positive,1
Reliable..READ MORE,reliable,reliable,4,Positive,1
Good we can buyREAD MORE,good we can buy,good buy,5,Positive,1
Good product and timely deliveredREAD MORE,good product and timely delivered,good product timely delivered,5,Positive,1
Very very bad qualtyREAD MORE,very very bad qualty,bad qualty,1,Negative,0
great lovebitREAD MORE,great lovebit,great lovebit,5,Positive,1
As regular 😇READ MORE,as regular,regular,4,Positive,1
"Not For pro players, it wl hardly last 2daysFeather like quality bt low temperREAD MORE",not for pro players it wl hardly last daysfeather like quality bt low temper,pro player wl hardly last daysfeather like quality bt low temper,2,Negative,0
"Good and lasting, it is normal, i think it is the bestREAD MORE",good and lasting it is normal i think it is the best,good lasting normal think best,5,Positive,1
nice landing safely nice shuttlesssssREAD MORE,nice landing safely nice shuttlesssss,nice landing safely nice shuttlesssss,5,Positive,1
Got with proper Yonex authenticationREAD MORE,got with proper yonex authentication,got proper yonex authentication,5,Positive,1
Excellent condition/performance...READ MORE,excellent conditionperformance,excellent conditionperformance,5,Positive,1
Awesome look & materialREAD MORE,awesome look material,awesome look material,4,Positive,1
Items quality are too badREAD MORE,items quality are too bad,item quality bad,1,Negative,0
MiceREAD MORE,mice,mouse,5,Positive,1
Only for 2-4 game ...Very bad quality..not as original productREAD MORE,only for game very bad qualitynot as original product,game bad qualitynot original product,1,Negative,0
Quality slightly decrease compared with oldREAD MORE,quality slightly decrease compared with old,quality slightly decrease compared old,4,Positive,1
wast of money cheap qualityREAD MORE,wast of money cheap quality,wast money cheap quality,1,Negative,0
good gualityREAD MORE,good guality,good guality,4,Positive,1
Genuine product low cost👍READ MORE,genuine product low cost,genuine product low cost,4,Positive,1
very good product. speed of the shuttle in the air is good.READ MORE,very good product speed of the shuttle in the air is good,good product speed shuttle air good,5,Positive,1
kwality is best ..READ MORE,kwality is best,kwality best,5,Positive,1
bad quality .. don't waste your money ...READ MORE,bad quality dont waste your money,bad quality dont waste money,1,Negative,0
Wonderful product delivered timely by Flipkart. Thank you filipkart.READ MORE,wonderful product delivered timely by flipkart thank you filipkart,wonderful product delivered timely flipkart thank filipkart,5,Positive,1
Best choice for Indian conditions. Lasts longer for beginners and intermediate players. Always receiving original product from Flipkart.READ MORE,best choice for indian conditions lasts longer for beginners and intermediate players always receiving original product from flipkart,best choice indian condition last longer beginner intermediate player always receiving original product flipkart,4,Positive,1
Nice product.......... durable alsoREAD MORE,nice product durable also,nice product durable also,4,Positive,1
lasting....READ MORE,lasting,lasting,5,Positive,1
In 6 Shuttles only 2 are original shuttles....READ MORE,in shuttles only are original shuttles,shuttle original shuttle,2,Negative,0
good just like feather shuttleREAD MORE,good just like feather shuttle,good like feather shuttle,5,Positive,1
Quality good.... cheaper than shops...speed ok...READ MORE,quality good cheaper than shopsspeed ok,quality good cheaper shopsspeed ok,5,Positive,1
Best in Value. Used it.READ MORE,best in value used it,best value used,5,Positive,1
Bit costlyREAD MORE,bit costly,bit costly,5,Positive,1
"Excellent service, got in one day even at remote location like GangtokREAD MORE",excellent service got in one day even at remote location like gangtok,excellent service got one day even remote location like gangtok,4,Positive,1
Best product and lowest price 664READ MORE,best product and lowest price,best product lowest price,5,Positive,1
Very good correct flight and reliableREAD MORE,very good correct flight and reliable,good correct flight reliable,5,Positive,1
Useless  productREAD MORE,useless product,useless product,1,Negative,0
Original item with much lower price than the local market.READ MORE,original item with much lower price than the local market,original item much lower price local market,5,Positive,1
Money worthyREAD MORE,money worthy,money worthy,4,Positive,1
Very good.. thanks fkartREAD MORE,very good thanks fkart,good thanks fkart,4,Positive,1
Not of good quality plesae don't purchaseREAD MORE,not of good quality plesae dont purchase,good quality plesae dont purchase,1,Negative,0
Got the product as expectedREAD MORE,got the product as expected,got product expected,4,Positive,1
"Good,  but light wet heREAD MORE",good but light wet he,good light wet,5,Positive,1
I'm a regular buyer but this time I got very bad quality shuttlesREAD MORE,im a regular buyer but this time i got very bad quality shuttles,im regular buyer time got bad quality shuttle,2,Negative,0
Very bad product given faults in the shuttlesREAD MORE,very bad product given faults in the shuttles,bad product given fault shuttle,1,Negative,0
very osom productREAD MORE,very osom product,osom product,5,Positive,1
Great for playREAD MORE,great for play,great play,4,Positive,1
Such a good product ? for shuttle loversREAD MORE,such a good product for shuttle lovers,good product shuttle lover,5,Positive,1
original yonex shuttlecocksREAD MORE,original yonex shuttlecocks,original yonex shuttlecock,5,Positive,1
